interaction_id,customer_name,interaction_type,interaction_date,interaction_channel,feedback_score
2356,Bob Williams,Technical Support,2022-05-27,Live Chat,6
2357,Charlie Brown,General Inquiry,2022-09-14,Phone,2
2358,Emily Davis,Feedback,2022-11-03,Phone,6
2359,Charlie Brown,Feedback,2023-04-27,Live Chat,1
2360,Frank Miller,Technical Support,2024-02-22,Social Media,9
2361,Grace Lee,Product Inquiry,2022-11-20,Live Chat,3
2362,Jack Thompson,General Inquiry,2022-09-27,Live Chat,5
2363,Alice Johnson,Product Inquiry,2023-09-25,Social Media,10
2364,Alice Johnson,Product Inquiry,2023-11-17,Live Chat,9
2365,Frank Miller,Order Issue,2022-01-17,Phone,1
2366,Henry Wilson,Technical Support,2023-04-19,Live Chat,3
2367,Alice Johnson,Product Inquiry,2023-05-29,Live Chat,6
2368,David Smith,General Inquiry,2022-03-05,In-store,3
2369,Frank Miller,General Inquiry,2024-01-10,Phone,5
2370,Emily Davis,Product Inquiry,2024-02-10,Social Media,6
2371,Alice Johnson,Product Inquiry,2022-08-07,In-store,10
2372,Grace Lee,General Inquiry,2023-10-06,Live Chat,5
2373,Jack Thompson,Order Issue,2022-06-27,Email,10
2374,Frank Miller,Product Inquiry,2023-01-01,In-store,7
2375,Charlie Brown,General Inquiry,2023-08-30,Email,3
2376,Bob Williams,Feedback,2023-02-18,Social Media,9
2377,Jack Thompson,Product Inquiry,2023-09-02,Social Media,4
2378,Jack Thompson,Technical Support,2023-06-10,Live Chat,5
2379,Charlie Brown,Technical Support,2023-08-21,Phone,5
2380,Alice Johnson,Feedback,2023-09-22,Phone,9
2381,Emily Davis,Feedback,2022-12-24,Email,9
2382,Frank Miller,Feedback,2022-08-10,Live Chat,5
2383,David Smith,Product Inquiry,2023-02-25,In-store,6
2384,Henry Wilson,Technical Support,2023-03-30,Social Media,7
2385,Jack Thompson,Technical Support,2022-07-12,Phone,1
2386,Henry Wilson,Order Issue,2022-01-25,Social Media,2
2387,Alice Johnson,Feedback,2024-02-27,In-store,6
2388,Frank Miller,Order Issue,2022-12-12,Email,4
2389,Jack Thompson,Technical Support,2022-05-16,Social Media,3
2390,Alice Johnson,Technical Support,2022-02-24,Social Media,4
2391,Emily Davis,Product Inquiry,2022-12-15,Live Chat,3
2392,David Smith,General Inquiry,2022-12-29,In-store,6
2393,Jack Thompson,General Inquiry,2022-04-19,In-store,2
2394,Alice Johnson,Order Issue,2024-01-30,Email,1
2395,Jack Thompson,Order Issue,2022-01-17,Social Media,6
2396,Bob Williams,Technical Support,2022-05-07,In-store,6
2397,Jack Thompson,General Inquiry,2023-03-19,Social Media,7
2398,Henry Wilson,Feedback,2022-09-29,Phone,6
2399,Frank Miller,Order Issue,2023-08-25,Phone,4
2400,Grace Lee,Order Issue,2023-07-30,Live Chat,5
2401,Charlie Brown,Feedback,2022-09-22,Phone,6
2402,Grace Lee,Feedback,2022-11-18,Email,10
2403,Alice Johnson,Product Inquiry,2023-04-07,Live Chat,2
2404,Ivy Carter,Technical Support,2024-02-28,Social Media,4
2405,Bob Williams,Feedback,2022-07-09,In-store,9
2406,Emily Davis,Product Inquiry,2023-06-12,In-store,7
2407,Frank Miller,Technical Support,2023-12-20,Live Chat,3
2408,David Smith,Technical Support,2024-02-15,Email,2
2409,Charlie Brown,Product Inquiry,2022-03-26,Email,6
2410,David Smith,Order Issue,2022-10-21,Phone,10
2411,Emily Davis,Order Issue,2022-12-23,Phone,6
2412,Alice Johnson,Order Issue,2023-05-29,In-store,6
2413,Charlie Brown,General Inquiry,2023-08-25,Phone,3
2414,Henry Wilson,Product Inquiry,2023-12-08,In-store,4
2415,Frank Miller,Technical Support,2023-03-27,Phone,7
2416,David Smith,Order Issue,2023-11-29,In-store,10
2417,Jack Thompson,Product Inquiry,2023-08-05,Social Media,3
2418,Alice Johnson,Product Inquiry,2022-11-23,Social Media,10
2419,David Smith,Technical Support,2022-09-04,Email,2
2420,Ivy Carter,General Inquiry,2022-10-23,In-store,8
2421,Jack Thompson,General Inquiry,2023-09-30,Social Media,3
2422,Alice Johnson,Feedback,2022-03-08,Social Media,8
2423,Jack Thompson,General Inquiry,2023-06-12,Live Chat,10
2424,Bob Williams,Order Issue,2022-08-15,Live Chat,4
2425,Ivy Carter,Order Issue,2022-06-23,Email,7
2426,Ivy Carter,Order Issue,2022-12-25,Live Chat,8
2427,Jack Thompson,Order Issue,2023-07-28,Social Media,2
2428,Grace Lee,Technical Support,2022-02-12,Live Chat,2
2429,Charlie Brown,Feedback,2023-02-27,Social Media,9
2430,Frank Miller,Product Inquiry,2023-12-24,Live Chat,1
2431,David Smith,Technical Support,2023-04-18,Social Media,6
2432,Emily Davis,Order Issue,2023-08-22,Live Chat,10
2433,Bob Williams,Product Inquiry,2022-08-08,Live Chat,9
2434,Emily Davis,General Inquiry,2024-02-14,Social Media,5
2435,Charlie Brown,General Inquiry,2023-10-14,In-store,10
2436,Frank Miller,Feedback,2022-09-21,Social Media,2
2437,Ivy Carter,Feedback,2022-09-10,Live Chat,10
2438,Ivy Carter,General Inquiry,2024-02-16,Phone,1
2439,Jack Thompson,Technical Support,2022-03-20,Phone,2
2440,Grace Lee,Order Issue,2023-10-23,Email,2
2441,Bob Williams,Order Issue,2022-01-26,Live Chat,7
2442,Emily Davis,General Inquiry,2023-08-21,Email,1
2443,Alice Johnson,Feedback,2022-02-16,In-store,6
2444,Henry Wilson,General Inquiry,2022-04-10,Email,9
2445,Emily Davis,General Inquiry,2023-04-25,Social Media,8
2446,Frank Miller,Feedback,2024-01-03,Live Chat,1
2447,David Smith,Order Issue,2023-06-04,Email,7
2448,Ivy Carter,Technical Support,2023-07-22,In-store,8
2449,Grace Lee,Technical Support,2023-12-05,In-store,9
2450,Alice Johnson,Product Inquiry,2022-10-16,In-store,2
2451,Frank Miller,Product Inquiry,2024-02-22,In-store,8
2452,Jack Thompson,Feedback,2022-09-25,Social Media,6
2453,Emily Davis,Feedback,2022-10-13,Live Chat,10
2454,David Smith,Feedback,2023-03-24,In-store,6
2455,Henry Wilson,General Inquiry,2023-10-12,Live Chat,5
2456,Jack Thompson,General Inquiry,2023-05-31,Phone,8
2457,Grace Lee,Feedback,2022-01-13,Email,2
2458,Charlie Brown,Feedback,2023-07-20,Social Media,8
2459,Charlie Brown,Technical Support,2022-03-14,In-store,3
2460,Grace Lee,Technical Support,2023-12-11,Live Chat,2
2461,David Smith,Feedback,2022-02-21,Email,4
2462,Jack Thompson,Product Inquiry,2022-09-22,Email,9
2463,Emily Davis,Feedback,2022-12-18,Social Media,6
2464,Frank Miller,General Inquiry,2023-07-07,In-store,5
2465,Frank Miller,Feedback,2022-07-25,Phone,7
2466,Ivy Carter,Technical Support,2023-11-13,Live Chat,5
2467,Emily Davis,Feedback,2022-04-28,Live Chat,3
2468,Alice Johnson,Feedback,2023-03-06,Phone,5
2469,Jack Thompson,Product Inquiry,2023-07-19,Live Chat,9
2470,Jack Thompson,Technical Support,2023-04-03,Phone,8
2471,Bob Williams,Product Inquiry,2022-07-11,In-store,10
2472,Jack Thompson,General Inquiry,2022-08-30,In-store,5
2473,Alice Johnson,Feedback,2023-12-26,Social Media,4
2474,Alice Johnson,Technical Support,2023-09-18,In-store,3
2475,Grace Lee,General Inquiry,2022-04-01,Email,10
2476,Bob Williams,Order Issue,2022-12-08,Social Media,3
2477,Ivy Carter,Technical Support,2023-07-12,Phone,5
2478,Ivy Carter,Order Issue,2022-04-12,Live Chat,5
2479,Frank Miller,General Inquiry,2023-11-10,Social Media,10
2480,Jack Thompson,Technical Support,2022-01-05,Phone,4
2481,Ivy Carter,Order Issue,2022-10-13,Live Chat,4
2482,Grace Lee,Product Inquiry,2022-09-01,Live Chat,8
2483,Emily Davis,Order Issue,2022-09-20,Email,9
2484,Henry Wilson,Product Inquiry,2023-06-25,Email,7
2485,Emily Davis,Order Issue,2022-03-20,Phone,4
2486,Jack Thompson,Order Issue,2022-08-09,Live Chat,9
2487,Grace Lee,General Inquiry,2022-10-19,Live Chat,5
2488,Emily Davis,Order Issue,2023-10-24,Phone,10
2489,Ivy Carter,Order Issue,2023-06-05,Email,9
2490,Alice Johnson,Technical Support,2023-01-12,Phone,3
2491,Henry Wilson,Order Issue,2023-06-17,Email,3
2492,Emily Davis,Product Inquiry,2023-11-01,Social Media,7
2493,Charlie Brown,Technical Support,2022-02-12,Phone,3
2494,Frank Miller,General Inquiry,2022-01-05,Email,9
2495,Emily Davis,Technical Support,2023-07-17,Social Media,5
2496,Bob Williams,General Inquiry,2024-01-23,Social Media,5
2497,Alice Johnson,Technical Support,2023-12-07,In-store,5
2498,Alice Johnson,Product Inquiry,2022-08-09,In-store,3
2499,Henry Wilson,Technical Support,2023-05-03,In-store,6
2500,Grace Lee,Feedback,2023-09-09,Phone,8
2501,Ivy Carter,Feedback,2024-01-25,Email,7
2502,Alice Johnson,Product Inquiry,2022-05-20,In-store,8
2503,Emily Davis,Feedback,2023-03-10,Phone,3
2504,Henry Wilson,General Inquiry,2023-06-05,Social Media,10
2505,David Smith,Feedback,2023-08-10,Phone,1
2506,Alice Johnson,Technical Support,2024-02-16,In-store,9
2507,Grace Lee,Technical Support,2024-02-08,Live Chat,8
2508,Alice Johnson,Order Issue,2023-09-05,Email,10
2509,Henry Wilson,Product Inquiry,2023-09-15,Live Chat,4
2510,Jack Thompson,Technical Support,2022-10-03,Social Media,8
2511,Bob Williams,Order Issue,2023-05-24,Live Chat,1
2512,Frank Miller,Feedback,2023-08-29,Phone,2
2513,Jack Thompson,General Inquiry,2022-12-16,Email,5
2514,Bob Williams,Order Issue,2023-10-31,Live Chat,3
2515,Grace Lee,General Inquiry,2022-08-07,Social Media,2
2516,Bob Williams,Order Issue,2023-10-20,Live Chat,7
2517,Ivy Carter,Feedback,2022-01-06,Phone,9
2518,Emily Davis,General Inquiry,2023-09-04,Email,1
2519,Alice Johnson,Technical Support,2022-03-20,In-store,9
2520,David Smith,General Inquiry,2023-01-25,Phone,6
2521,David Smith,Feedback,2023-02-23,Email,7
2522,Charlie Brown,Order Issue,2022-05-02,Phone,6
2523,Henry Wilson,Product Inquiry,2022-08-11,In-store,8
2524,Grace Lee,Order Issue,2023-03-25,Email,4
2525,Grace Lee,Order Issue,2023-09-26,Live Chat,2
2526,Bob Williams,General Inquiry,2022-06-01,Live Chat,6
2527,Henry Wilson,General Inquiry,2024-02-03,Live Chat,4
2528,Ivy Carter,Technical Support,2022-07-03,In-store,5
2529,Ivy Carter,General Inquiry,2023-03-10,In-store,1
2530,Grace Lee,Order Issue,2023-03-01,Social Media,7
2531,Jack Thompson,General Inquiry,2023-06-02,In-store,4
2532,Frank Miller,General Inquiry,2022-06-28,Social Media,4
2533,Ivy Carter,Product Inquiry,2023-05-27,Email,6
2534,Frank Miller,Feedback,2022-02-13,In-store,6
2535,Emily Davis,General Inquiry,2022-08-31,In-store,2
2536,David Smith,General Inquiry,2023-01-09,Live Chat,8
2537,Alice Johnson,Technical Support,2022-09-07,Live Chat,6
2538,Charlie Brown,Product Inquiry,2022-12-03,Phone,4
2539,Bob Williams,General Inquiry,2023-11-02,Phone,6
2540,Grace Lee,General Inquiry,2022-10-15,Live Chat,9
2541,Grace Lee,Feedback,2024-01-28,In-store,7
2542,Charlie Brown,General Inquiry,2022-05-11,In-store,1
2543,Alice Johnson,Feedback,2023-11-23,In-store,8
2544,Ivy Carter,Feedback,2022-05-04,Live Chat,3
2545,Charlie Brown,Feedback,2022-12-26,Live Chat,10
2546,Emily Davis,Order Issue,2023-04-25,Live Chat,4
2547,Grace Lee,Technical Support,2022-04-10,Phone,6
2548,Grace Lee,Feedback,2023-11-15,Social Media,4
2549,Alice Johnson,Feedback,2022-05-11,Phone,1
2550,Frank Miller,Feedback,2024-01-13,Social Media,3
2551,Ivy Carter,General Inquiry,2024-01-09,Email,9
2552,Ivy Carter,General Inquiry,2023-04-19,Live Chat,2
2553,Ivy Carter,Technical Support,2022-01-01,In-store,7
2554,Jack Thompson,Product Inquiry,2023-05-16,Social Media,9
2555,Frank Miller,Order Issue,2023-10-03,In-store,4
2556,Ivy Carter,Technical Support,2023-11-06,Email,4
2557,Ivy Carter,Feedback,2023-11-21,Phone,10
2558,Bob Williams,Order Issue,2023-04-07,Social Media,3
2559,Henry Wilson,General Inquiry,2022-04-11,Social Media,2
2560,Alice Johnson,Technical Support,2022-05-30,In-store,9
2561,Alice Johnson,Feedback,2023-05-12,In-store,8
2562,Emily Davis,Order Issue,2022-06-17,Email,2
2563,Grace Lee,Order Issue,2022-02-19,Email,5
2564,Frank Miller,Technical Support,2023-02-20,In-store,1
2565,Charlie Brown,Feedback,2022-08-22,Social Media,3
2566,Grace Lee,Product Inquiry,2023-09-21,Social Media,4
2567,Emily Davis,Technical Support,2022-09-21,Email,6
2568,Jack Thompson,Feedback,2023-02-19,In-store,10
2569,Alice Johnson,Technical Support,2023-06-27,Email,1
2570,Emily Davis,Technical Support,2022-09-04,In-store,1
2571,David Smith,Order Issue,2022-07-13,Email,8
2572,Bob Williams,General Inquiry,2023-09-19,Phone,1
2573,Ivy Carter,Feedback,2022-07-20,Social Media,7
2574,Charlie Brown,Technical Support,2023-07-08,In-store,1
2575,Charlie Brown,Order Issue,2023-03-19,Social Media,5
2576,Frank Miller,General Inquiry,2022-01-06,Email,7
2577,David Smith,General Inquiry,2022-09-17,Social Media,3
2578,Alice Johnson,Feedback,2022-05-10,In-store,10
2579,Ivy Carter,Order Issue,2024-02-09,Live Chat,2
2580,Emily Davis,Order Issue,2023-05-27,Phone,9
2581,Jack Thompson,Product Inquiry,2024-01-26,Email,4
2582,Frank Miller,Technical Support,2022-06-09,Phone,6
2583,Jack Thompson,Feedback,2023-04-15,Phone,2
2584,Grace Lee,Technical Support,2023-12-16,In-store,5
2585,Grace Lee,Order Issue,2022-06-25,In-store,2
2586,David Smith,Order Issue,2023-07-06,Phone,4
2587,Charlie Brown,General Inquiry,2022-08-18,Phone,2
2588,Jack Thompson,Order Issue,2022-05-31,Email,3
2589,Bob Williams,General Inquiry,2023-02-13,Social Media,2
2590,Ivy Carter,Technical Support,2022-01-16,In-store,6
2591,David Smith,General Inquiry,2022-10-09,Email,5
2592,Jack Thompson,Order Issue,2022-07-13,In-store,9
2593,Alice Johnson,Technical Support,2023-04-03,Phone,7
2594,Ivy Carter,General Inquiry,2022-12-04,Social Media,3
2595,Bob Williams,Product Inquiry,2024-01-13,Social Media,3
2596,Frank Miller,Technical Support,2022-12-15,In-store,6
2597,Henry Wilson,Feedback,2023-08-27,Live Chat,9
2598,Jack Thompson,Feedback,2022-07-23,Email,1
2599,Charlie Brown,Technical Support,2024-01-24,Live Chat,9
2600,Grace Lee,Order Issue,2022-01-29,Live Chat,6
2601,Grace Lee,Technical Support,2022-05-10,Email,7
2602,Henry Wilson,General Inquiry,2023-03-15,Social Media,7
2603,David Smith,Feedback,2022-09-17,In-store,5
2604,David Smith,Product Inquiry,2022-02-26,In-store,7
2605,Bob Williams,General Inquiry,2024-01-08,Social Media,1
2606,Frank Miller,Product Inquiry,2023-07-11,In-store,4
2607,Charlie Brown,Order Issue,2022-12-19,Email,6
2608,Grace Lee,Technical Support,2023-06-04,Email,2
2609,Charlie Brown,Feedback,2023-03-12,In-store,5
2610,Bob Williams,Feedback,2023-08-27,Live Chat,10
2611,Frank Miller,General Inquiry,2022-08-12,Phone,7
2612,Bob Williams,Feedback,2023-01-16,Live Chat,9
2613,Bob Williams,Feedback,2022-09-20,Live Chat,10
2614,Grace Lee,Technical Support,2023-07-12,Live Chat,5
2615,Jack Thompson,General Inquiry,2022-10-27,Social Media,9
2616,Bob Williams,Technical Support,2024-02-15,In-store,1
2617,Frank Miller,General Inquiry,2022-03-19,Live Chat,10
2618,Jack Thompson,Product Inquiry,2023-11-26,Email,2
2619,Charlie Brown,Order Issue,2022-10-19,Live Chat,7
2620,Henry Wilson,Technical Support,2022-05-03,In-store,2
2621,Emily Davis,Technical Support,2023-06-25,Phone,8
2622,Alice Johnson,Technical Support,2024-02-29,Email,5
2623,Emily Davis,Feedback,2022-11-28,Email,2
2624,Alice Johnson,Order Issue,2024-02-20,In-store,7
2625,Ivy Carter,General Inquiry,2024-01-17,Phone,2
2626,Bob Williams,Product Inquiry,2022-06-12,Social Media,9
2627,Emily Davis,Product Inquiry,2023-07-14,Phone,5
2628,Grace Lee,Feedback,2023-05-12,Phone,8
2629,Frank Miller,Product Inquiry,2023-11-20,Social Media,10
2630,Bob Williams,Product Inquiry,2022-08-06,Phone,10
2631,Jack Thompson,Technical Support,2023-01-03,Email,7
2632,Frank Miller,Order Issue,2022-09-27,In-store,8
2633,Frank Miller,General Inquiry,2022-04-02,Phone,4
2634,Frank Miller,Order Issue,2023-08-28,Phone,1
2635,Frank Miller,Product Inquiry,2022-06-09,Phone,6
2636,Bob Williams,Feedback,2022-11-22,Live Chat,6
2637,David Smith,Product Inquiry,2023-12-17,In-store,8
2638,Grace Lee,Feedback,2022-09-02,Phone,8
2639,David Smith,Technical Support,2023-01-31,Live Chat,6
2640,Grace Lee,Technical Support,2022-10-22,Phone,7
2641,Jack Thompson,Order Issue,2022-02-21,Live Chat,4
2642,Grace Lee,General Inquiry,2022-03-12,In-store,3
2643,Charlie Brown,Product Inquiry,2022-04-27,Phone,8
2644,Grace Lee,Technical Support,2023-12-05,Phone,4
2645,Alice Johnson,Feedback,2024-01-11,Phone,6
2646,Alice Johnson,Product Inquiry,2022-01-05,Phone,6
2647,Ivy Carter,Product Inquiry,2022-10-10,In-store,4
2648,Jack Thompson,Product Inquiry,2022-04-14,Social Media,5
2649,Jack Thompson,Technical Support,2022-08-13,Email,5
2650,Ivy Carter,General Inquiry,2023-10-17,Live Chat,3
2651,Emily Davis,Technical Support,2023-09-29,Phone,6
2652,Frank Miller,Product Inquiry,2022-09-10,Social Media,3
2653,Ivy Carter,Order Issue,2022-12-25,Email,4
2654,Ivy Carter,General Inquiry,2023-11-25,Live Chat,3
2655,Bob Williams,Technical Support,2023-12-09,Social Media,6
2656,Jack Thompson,Feedback,2022-04-30,Phone,2
2657,Bob Williams,Order Issue,2023-03-07,Social Media,7
2658,Emily Davis,Product Inquiry,2022-05-08,In-store,10
2659,Alice Johnson,Order Issue,2022-03-25,Social Media,10
2660,Bob Williams,General Inquiry,2022-04-17,In-store,8
2661,Bob Williams,Feedback,2022-02-25,Email,1
2662,Grace Lee,Technical Support,2022-06-14,Email,8
2663,Frank Miller,Order Issue,2022-02-26,In-store,8
2664,Henry Wilson,General Inquiry,2023-10-24,Email,10
2665,Alice Johnson,General Inquiry,2023-01-02,Phone,10
2666,David Smith,Feedback,2023-08-20,Phone,1
2667,Charlie Brown,Feedback,2022-11-01,Live Chat,3
2668,Charlie Brown,Order Issue,2022-04-12,Social Media,7
2669,Charlie Brown,Product Inquiry,2023-12-09,Live Chat,4
2670,Emily Davis,General Inquiry,2022-09-12,Email,8
2671,Jack Thompson,Feedback,2022-12-02,In-store,6
2672,Alice Johnson,Technical Support,2022-05-11,Live Chat,3
2673,Frank Miller,General Inquiry,2024-01-24,Email,5
2674,Charlie Brown,Technical Support,2022-07-26,Live Chat,6
2675,Frank Miller,General Inquiry,2023-10-27,Live Chat,7
2676,Henry Wilson,Technical Support,2022-11-23,Phone,4
2677,Jack Thompson,Order Issue,2024-02-28,Phone,10
2678,Alice Johnson,General Inquiry,2022-10-26,Email,8
2679,Jack Thompson,Product Inquiry,2022-07-21,Live Chat,2
2680,Grace Lee,Order Issue,2023-04-18,In-store,10
2681,Frank Miller,Feedback,2023-11-15,Social Media,7
2682,Jack Thompson,Technical Support,2022-04-19,Email,5
2683,Charlie Brown,Technical Support,2023-05-20,Live Chat,7
2684,Bob Williams,Order Issue,2023-02-24,In-store,2
2685,Charlie Brown,Product Inquiry,2023-04-13,Live Chat,2
2686,Henry Wilson,General Inquiry,2022-08-29,Email,10
2687,Bob Williams,Feedback,2023-11-28,Email,9
2688,David Smith,Feedback,2023-08-28,Email,2
2689,Henry Wilson,Product Inquiry,2024-02-23,Live Chat,1
2690,Emily Davis,Product Inquiry,2023-02-14,Live Chat,5
2691,Grace Lee,Feedback,2023-08-23,In-store,9
2692,Henry Wilson,Product Inquiry,2023-02-06,Live Chat,1
2693,Grace Lee,Feedback,2023-05-02,Email,10
2694,David Smith,Order Issue,2023-06-13,Phone,6
2695,Ivy Carter,Technical Support,2022-10-15,Phone,9
2696,Alice Johnson,Product Inquiry,2023-10-09,Social Media,9
2697,David Smith,Product Inquiry,2024-01-20,Live Chat,9
2698,Grace Lee,Technical Support,2022-05-26,Email,2
2699,Henry Wilson,General Inquiry,2024-02-04,Phone,4
2700,Jack Thompson,Product Inquiry,2023-12-07,In-store,1
2701,David Smith,Order Issue,2023-09-19,Phone,4
2702,Frank Miller,Feedback,2023-07-01,Email,5
2703,Grace Lee,General Inquiry,2022-03-04,Live Chat,2
2704,Alice Johnson,Product Inquiry,2023-02-16,Email,4
2705,Alice Johnson,General Inquiry,2023-11-16,Social Media,1
2706,Bob Williams,Technical Support,2023-09-14,In-store,6
2707,Charlie Brown,General Inquiry,2023-06-28,Email,1
2708,Emily Davis,Technical Support,2022-10-07,In-store,6
2709,Emily Davis,Product Inquiry,2023-10-19,Email,5
2710,Bob Williams,Technical Support,2023-05-10,Live Chat,9
2711,Bob Williams,Product Inquiry,2022-01-05,Social Media,3
2712,Charlie Brown,Technical Support,2023-05-23,In-store,4
2713,Alice Johnson,Product Inquiry,2024-02-17,Email,10
2714,Grace Lee,Technical Support,2023-08-25,Social Media,3
2715,Frank Miller,Product Inquiry,2022-02-26,In-store,10
2716,Emily Davis,Order Issue,2024-02-25,Email,10
2717,Grace Lee,Product Inquiry,2023-03-11,Phone,5
2718,Jack Thompson,Feedback,2023-10-08,Social Media,10
2719,Bob Williams,General Inquiry,2023-07-01,Email,4
2720,Alice Johnson,Feedback,2023-07-27,Phone,1
2721,Alice Johnson,Feedback,2022-08-15,In-store,9
2722,Ivy Carter,General Inquiry,2022-07-24,Email,2
2723,Charlie Brown,General Inquiry,2022-05-03,Phone,6
2724,Emily Davis,Order Issue,2023-08-18,Email,1
2725,Henry Wilson,General Inquiry,2022-12-05,Social Media,1
2726,Jack Thompson,Product Inquiry,2023-06-05,Social Media,8
2727,Ivy Carter,General Inquiry,2023-11-27,Phone,5
2728,Frank Miller,Order Issue,2022-09-11,In-store,6
2729,Alice Johnson,Feedback,2023-06-17,Social Media,4
2730,Emily Davis,Order Issue,2022-12-09,Email,4
2731,Jack Thompson,General Inquiry,2023-02-24,Phone,4
2732,Emily Davis,Technical Support,2023-10-14,Social Media,9
2733,Alice Johnson,Order Issue,2022-02-20,Email,6
2734,Frank Miller,Product Inquiry,2022-09-03,Phone,8
2735,Emily Davis,Technical Support,2023-10-07,Live Chat,3
2736,Bob Williams,Product Inquiry,2023-07-23,Email,3
2737,Grace Lee,Product Inquiry,2022-11-08,In-store,2
2738,David Smith,General Inquiry,2022-07-03,Email,6
2739,Grace Lee,Product Inquiry,2023-10-21,Live Chat,9
2740,Ivy Carter,Order Issue,2022-06-30,Social Media,6
2741,Charlie Brown,Technical Support,2022-09-07,Social Media,7
2742,Grace Lee,Product Inquiry,2023-07-13,Social Media,8
2743,David Smith,Product Inquiry,2023-06-20,In-store,6
2744,Charlie Brown,Product Inquiry,2023-06-22,In-store,8
2745,Grace Lee,Technical Support,2022-01-14,Phone,3
2746,Henry Wilson,Product Inquiry,2022-09-07,In-store,7
2747,Ivy Carter,Technical Support,2023-06-07,Email,6
2748,Jack Thompson,Order Issue,2022-04-10,Social Media,7
2749,Grace Lee,Feedback,2023-09-10,Phone,6
2750,Ivy Carter,Technical Support,2023-08-11,Phone,6
2751,Charlie Brown,Technical Support,2022-02-06,In-store,4
2752,Grace Lee,Technical Support,2022-12-26,Live Chat,5
2753,Jack Thompson,Feedback,2022-12-25,Email,3
2754,Ivy Carter,Order Issue,2023-01-01,Social Media,4
2755,Grace Lee,Technical Support,2022-05-24,Phone,1
2756,Alice Johnson,Technical Support,2022-10-25,In-store,2
2757,Emily Davis,Product Inquiry,2023-01-18,Email,1
2758,Ivy Carter,General Inquiry,2023-10-24,Email,8
2759,David Smith,Feedback,2024-02-27,Email,3
2760,Grace Lee,Order Issue,2022-07-08,Phone,6
2761,Grace Lee,Product Inquiry,2024-01-31,Email,9
2762,Henry Wilson,Order Issue,2023-04-09,Social Media,6
2763,Grace Lee,Product Inquiry,2023-05-04,Email,7
2764,Bob Williams,Product Inquiry,2022-01-13,Live Chat,2
2765,Charlie Brown,Technical Support,2024-02-22,Email,9
2766,Emily Davis,General Inquiry,2023-03-01,Social Media,9
2767,Grace Lee,Feedback,2023-11-23,In-store,1
2768,Charlie Brown,Product Inquiry,2023-11-10,Social Media,8
2769,Jack Thompson,Order Issue,2023-11-16,In-store,2
2770,Frank Miller,Product Inquiry,2022-02-20,Phone,6
2771,Emily Davis,General Inquiry,2023-12-04,Phone,10
2772,David Smith,Technical Support,2022-02-22,Email,10
2773,Emily Davis,General Inquiry,2022-08-20,Email,1
2774,Grace Lee,Order Issue,2023-03-12,Social Media,9
2775,David Smith,Technical Support,2023-04-06,Live Chat,8
2776,Alice Johnson,Technical Support,2023-05-09,Email,8
2777,David Smith,Product Inquiry,2023-03-01,In-store,5
2778,Frank Miller,Order Issue,2023-05-11,Phone,2
2779,Ivy Carter,Technical Support,2023-07-18,Live Chat,1
2780,Charlie Brown,Order Issue,2023-09-14,In-store,4
2781,David Smith,Technical Support,2023-05-19,Email,4
2782,Alice Johnson,General Inquiry,2022-10-11,Live Chat,1
2783,Bob Williams,General Inquiry,2022-12-30,Social Media,4
2784,Charlie Brown,General Inquiry,2023-10-18,Email,3
2785,Henry Wilson,Product Inquiry,2023-09-28,In-store,10
2786,Henry Wilson,Order Issue,2023-07-21,Social Media,2
2787,Henry Wilson,General Inquiry,2022-09-07,Social Media,6
2788,Frank Miller,Product Inquiry,2022-07-08,Email,5
2789,Emily Davis,Feedback,2023-02-03,In-store,5
2790,Emily Davis,Technical Support,2022-04-02,Live Chat,10
2791,Emily Davis,General Inquiry,2023-12-09,Email,8
2792,Grace Lee,Order Issue,2023-03-08,Social Media,3
2793,Grace Lee,Product Inquiry,2022-10-25,Email,3
2794,Bob Williams,Technical Support,2022-12-18,In-store,2
2795,Alice Johnson,General Inquiry,2022-10-05,Phone,3
2796,Grace Lee,Feedback,2022-05-15,In-store,3
2797,Grace Lee,Technical Support,2023-11-08,Live Chat,3
2798,Bob Williams,Technical Support,2022-03-14,Phone,6
2799,Ivy Carter,Feedback,2023-02-27,Phone,7
2800,Frank Miller,Feedback,2022-12-12,Social Media,9
2801,Henry Wilson,Order Issue,2022-11-25,Social Media,6
2802,Charlie Brown,Technical Support,2022-10-11,Email,4
2803,Emily Davis,Order Issue,2023-06-13,Social Media,8
2804,Emily Davis,Product Inquiry,2023-01-08,In-store,4
2805,Grace Lee,Technical Support,2022-02-19,Phone,10
2806,Alice Johnson,Product Inquiry,2022-11-13,Email,3
2807,Charlie Brown,Technical Support,2023-08-13,Email,9
2808,Frank Miller,Technical Support,2023-10-10,Social Media,8
2809,Bob Williams,Product Inquiry,2023-03-27,In-store,7
2810,Jack Thompson,Feedback,2023-10-19,Live Chat,3
2811,Frank Miller,Feedback,2023-06-29,Email,6
2812,David Smith,Technical Support,2023-08-20,Phone,8
2813,Charlie Brown,Technical Support,2023-10-18,In-store,4
2814,David Smith,Feedback,2023-05-28,Email,5
2815,Jack Thompson,Product Inquiry,2024-01-18,Live Chat,6
2816,Charlie Brown,Feedback,2024-01-19,Phone,10
2817,Bob Williams,Product Inquiry,2022-09-26,In-store,10
2818,Henry Wilson,Feedback,2022-02-09,Live Chat,1
2819,Henry Wilson,Product Inquiry,2023-12-11,In-store,3
